hotel,district,season,sentiment,aspect,count
Мартон ОКА,Московский,Лето,NEUTRAL,Удобства,8
Мартон ОКА,Московский,Лето,NEUTRAL,Цена,1
Мартон ОКА,Московский,Лето,NEUTRAL,Чистота,5
Мартон ОКА,Московский,Лето,POSITIVE,Номер,9
Мартон ОКА,Московский,Лето,POSITIVE,Расположение,1
Мартон ОКА,Московский,Лето,POSITIVE,Сервис,5
Мартон ОКА,Московский,Лето,POSITIVE,Удобства,2
Мартон ОКА,Московский,Лето,POSITIVE,Цена,1
Мартон ОКА,Московский,Лето,POSITIVE,Чистота,3
Мартон ОКА,Московский,Осень,NEGATIVE,Номер,2
Мартон ОКА,Московский,Осень,NEGATIVE,Расположение,1
Мартон ОКА,Московский,Осень,NEGATIVE,Удобства,1
Мартон ОКА,Московский,Осень,NEGATIVE,Цена,1
Мартон ОКА,Московский,Осень,NEUTRAL,Номер,4
Мартон ОКА,Московский,Осень,NEUTRAL,Сервис,2
Мартон ОКА,Московский,Осень,NEUTRAL,Чистота,1
Мартон ОКА,Московский,Осень,POSITIVE,Номер,5
Мартон ОКА,Московский,Осень,POSITIVE,Сервис,2
Мартон ОКА,Московский,Осень,POSITIVE,Удобства,2
Мартон ОКА,Московский,Осень,POSITIVE,Цена,1
Мартон ОКА,Московский,Осень,POSITIVE,Чистота,4
Машина избушка,Канавинский,Весна,NEGATIVE,Номер,3
Машина избушка,Канавинский,Весна,NEGATIVE,Расположение,1
Машина избушка,Канавинский,Весна,NEGATIVE,Удобства,1
Машина избушка,Канавинский,Зима,NEGATIVE,Номер,3
Машина избушка,Канавинский,Зима,NEGATIVE,Расположение,1
Машина избушка,Канавинский,Зима,NEGATIVE,Сервис,1
Машина избушка,Канавинский,Зима,NEUTRAL,Номер,3
Машина избушка,Канавинский,Зима,NEUTRAL,Сервис,1
Машина избушка,Канавинский,Зима,POSITIVE,Сервис,1
Машина избушка,Канавинский,Лето,NEGATIVE,Сервис,1
Машина избушка,Канавинский,Лето,NEUTRAL,Номер,3
Машина избушка,Канавинский,Лето,POSITIVE,Номер,4
Машина избушка,Канавинский,Лето,POSITIVE,Расположение,1
Машина избушка,Канавинский,Лето,POSITIVE,Сервис,4
Машина избушка,Канавинский,Лето,POSITIVE,Удобства,1
Машина избушка,Канавинский,Лето,POSITIVE,Цена,1
Машина избушка,Канавинский,Лето,POSITIVE,Чистота,3
Машина избушка,Канавинский,Осень,NEGATIVE,Номер,5
Машина избушка,Канавинский,Осень,NEGATIVE,Сервис,1
Машина избушка,Канавинский,Осень,NEGATIVE,Цена,1
Машина избушка,Канавинский,Осень,NEGATIVE,Чистота,1
Машина избушка,Канавинский,Осень,NEUTRAL,Номер,3
Машина избушка,Канавинский,Осень,NEUTRAL,Сервис,1
Машина избушка,Канавинский,Осень,NEUTRAL,Удобства,1
Машина избушка,Канавинский,Осень,NEUTRAL,Цена,1
Машина избушка,Канавинский,Осень,POSITIVE,Номер,1
Машина избушка,Канавинский,Осень,POSITIVE,Сервис,4
Машина избушка,Канавинский,Осень,POSITIVE,Цена,1
Машина избушка,Канавинский,Осень,POSITIVE,Чистота,1
Маяк,Сормовский,Весна,NEGATIVE,Номер,2
Маяк,Сормовский,Весна,NEGATIVE,Сервис,1
Маяк,Сормовский,Весна,NEUTRAL,Номер,2
Маяк,Сормовский,Весна,NEUTRAL,Расположение,1
Маяк,Сормовский,Весна,POSITIVE,Номер,6
Маяк,Сормовский,Весна,POSITIVE,Сервис,3
Маяк,Сормовский,Весна,POSITIVE,Удобства,1
Маяк,Сормовский,Весна,POSITIVE,Чистота,2
Маяк,Сормовский,Зима,NEUTRAL,Расположение,1
Маяк,Сормовский,Зима,NEUTRAL,Удобства,1
Маяк,Сормовский,Зима,NEUTRAL,Цена,1
Маяк,Сормовский,Зима,POSITIVE,Номер,5
Маяк,Сормовский,Зима,POSITIVE,Сервис,4
Маяк,Сормовский,Зима,POSITIVE,Чистота,2
Маяк,Сормовский,Лето,NEGATIVE,Номер,1
Маяк,Сормовский,Лето,NEGATIVE,Цена,1
Маяк,Сормовский,Лето,NEUTRAL,Номер,3
Маяк,Сормовский,Лето,NEUTRAL,Расположение,2
Маяк,Сормовский,Лето,NEUTRAL,Чистота,1
Маяк,Сормовский,Лето,POSITIVE,Номер,9
Маяк,Сормовский,Лето,POSITIVE,Расположение,2
Маяк,Сормовский,Лето,POSITIVE,Сервис,10
Маяк,Сормовский,Лето,POSITIVE,Цена,4
Маяк,Сормовский,Лето,POSITIVE,Чистота,5
Маяк,Сормовский,Осень,NEGATIVE,Сервис,1
Маяк,Сормовский,Осень,NEUTRAL,Номер,1
Маяк,Сормовский,Осень,NEUTRAL,Сервис,1
Маяк,Сормовский,Осень,NEUTRAL,Удобства,1
Маяк,Сормовский,Осень,NEUTRAL,Чистота,1
Маяк,Сормовский,Осень,POSITIVE,Номер,3
Маяк,Сормовский,Осень,POSITIVE,Расположение,1
Маяк,Сормовский,Осень,POSITIVE,Сервис,4
Маяк,Сормовский,Осень,POSITIVE,Чистота,2
Международный аэропорт имени В. П. Чкалова,Автозаводский,Весна,POSITIVE,Номер,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Весна,POSITIVE,Сервис,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Зима,NEGATIVE,Чистота,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Зима,NEUTRAL,Расположение,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Зима,NEUTRAL,Удобства,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Зима,POSITIVE,Номер,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Зима,POSITIVE,Расположение,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Зима,POSITIVE,Сервис,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Зима,POSITIVE,Цена,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Лето,NEUTRAL,Удобства,2
Международный аэропорт имени В. П. Чкалова,Автозаводский,Лето,NEUTRAL,Цена,2
Международный аэропорт имени В. П. Чкалова,Автозаводский,Лето,POSITIVE,Номер,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Лето,POSITIVE,Расположение,4
Международный аэропорт имени В. П. Чкалова,Автозаводский,Лето,POSITIVE,Сервис,2
Международный аэропорт имени В. П. Чкалова,Автозаводский,Лето,POSITIVE,Цена,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Лето,POSITIVE,Чистота,2
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,NEUTRAL,Номер,2
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,NEUTRAL,Расположение,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,NEUTRAL,Цена,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,NEUTRAL,Чистота,3
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,POSITIVE,Номер,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,POSITIVE,Расположение,2
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,POSITIVE,Сервис,4
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,POSITIVE,Удобства,3
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,POSITIVE,Цена,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,POSITIVE,Чистота,4
Мини Отель на Сергиевской 13,Канавинский,Весна,NEGATIVE,Номер,1
Мини Отель на Сергиевской 13,Канавинский,Весна,NEUTRAL,Расположение,1
Мини Отель на Сергиевской 13,Канавинский,Весна,POSITIVE,Номер,1
Мини Отель на Сергиевской 13,Канавинский,Весна,POSITIVE,Расположение,1
